发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,记录数,利润率,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
5,￥6,￥16,￥164,￥125,提前装运,1,13%,"Acco 标签, 回收",￥16,2016/4/23,中国,西南,重庆,装订机,殷莲,0%,3,重庆,办公用品,消费者,CN-2016-1734605,2016/4/18,标准级,￥125
4,￥6,￥251,"￥1,136",￥867,提前装运,1,29%,"Jiffy 局间信封, 每套 50 个",￥251,2016/11/23,中国,西南,中枢,信封,邢盛,0%,4,云南,办公用品,消费者,CN-2016-4650370,2016/11/19,标准级,￥867
4,￥6,￥18,￥494,￥377,提前装运,1,5%,"GlobeWeis 外皮和封条, 回收",￥18,2018/12/25,中国,西南,重庆,信封,曹冬露,0%,4,重庆,办公用品,消费者,CN-2018-2372663,2018/12/21,标准级,￥377
4,￥6,￥457,"￥3,153","￥2,406",提前装运,1,19%,"Smead 文件车, 工业",￥457,2017/8/19,中国,西南,海口,收纳具,郝惠,0%,4,海南,办公用品,消费者,CN-2017-1172542,2017/8/15,标准级,"￥2,406"
4,￥6,￥923,"￥4,841","￥3,694",提前装运,1,25%,"Eldon 锁柜, 蓝色",￥923,2017/11/22,中国,西南,重庆,收纳具,付荣,0%,4,重庆,办公用品,消费者,CN-2017-2852208,2017/11/18,标准级,"￥3,694"
5,￥6,￥77,￥481,￥367,提前装运,1,21%,"Fellowes 盒, 蓝色",￥77,2017/1/14,中国,西南,重庆,收纳具,程安,0%,4,重庆,办公用品,消费者,CN-2017-1564715,2017/1/9,标准级,￥367
5,￥6,￥120,￥315,￥240,提前装运,1,50%,"Smead 有色标签, 红色",￥120,2015/6/28,中国,西南,开化,标签,白忠,0%,4,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,￥240
6,￥6,￥4,￥277,￥212,准时装运,1,2%,"Harbour Creations 合法证物标签, 耐用",￥4,2016/1/12,中国,西南,成都,标签,涂博,0%,4,四川,办公用品,消费者,CN-2016-5488732,2016/1/6,标准级,￥212
5,￥6,￥18,￥217,￥166,提前装运,1,11%,"Smead 文件夹标签, 白色",￥18,2017/6/29,中国,西南,阆中,标签,肖良,0%,4,四川,办公用品,消费者,US-2017-3781425,2017/6/24,标准级,￥166
5,￥6,￥96,￥269,￥205,提前装运,1,47%,"Novimex 运输标签, 白色",￥96,2017/9/11,中国,西南,万县,标签,武明媚,0%,4,重庆,办公用品,消费者,CN-2017-2642546,2017/9/6,标准级,￥205
7,￥6,￥4,￥268,￥204,延迟装运,1,2%,"Harbour Creations 合法证物标签, 白色",￥4,2015/10/13,中国,西南,永川,标签,常盛,0%,4,重庆,办公用品,消费者,CN-2015-3230543,2015/10/6,标准级,￥204
4,￥6,￥83,￥377,￥288,提前装运,1,29%,"Elite 尺子, 工业",￥83,2017/1/13,中国,西南,开远,用品,夏芯,0%,4,云南,办公用品,消费者,CN-2017-4525677,2017/1/9,标准级,￥288
4,￥6,￥60,￥724,￥553,提前装运,1,11%,"Acme 开信刀, 钢",￥60,2018/11/8,中国,西南,那曲,用品,倪幂,0%,4,西藏,办公用品,消费者,CN-2018-2989159,2018/11/4,标准级,￥553
5,￥6,￥53,"￥1,162",￥886,提前装运,1,6%,"Stiletto 大剪刀, 钢",￥53,2016/4/23,中国,西南,重庆,用品,殷莲,0%,4,重庆,办公用品,消费者,CN-2016-1734605,2016/4/18,标准级,￥886
4,￥6,￥36,￥531,￥405,提前装运,1,9%,"Kleencut 剪刀, 钢",￥36,2016/10/22,中国,西南,重庆,用品,邹凤,0%,4,重庆,办公用品,消费者,CN-2016-3690158,2016/10/18,标准级,￥405
5,￥6,￥49,￥644,￥492,提前装运,1,10%,"施乐 令, 优质",￥49,2016/9/30,中国,西南,成都,纸张,周康,0%,4,四川,办公用品,消费者,CN-2016-2560123,2016/9/25,标准级,￥492
5,￥6,￥161,￥621,￥474,提前装运,1,34%,"Stanley 记号笔, 混合尺寸",￥161,2015/6/28,中国,西南,开化,美术,白忠,0%,4,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,￥474
4,￥6,￥6,￥437,￥333,提前装运,1,2%,"Binney & Smith 荧光笔, 金属",￥6,2018/7/7,中国,西南,海口,美术,殷崆,0%,4,海南,办公用品,消费者,CN-2018-5631342,2018/7/3,标准级,￥333
6,￥6,￥130,￥379,￥290,准时装运,1,45%,"Acco 装订机, 回收",￥130,2018/7/9,中国,西南,重庆,装订机,顾黎明,0%,4,重庆,办公用品,消费者,CN-2018-3781425,2018/7/3,标准级,￥290
6,￥6,￥146,￥837,￥639,准时装运,1,23%,"GlobeWeis 马尼拉纸信封, 每套 50 个",￥146,2017/10/2,中国,西南,成都,信封,卢芳,0%,5,四川,办公用品,消费者,CN-2017-3258425,2017/9/26,标准级,￥639
6,￥6,￥187,"￥1,536","￥1,172",准时装运,1,16%,"GlobeWeis 局间信封, 银色",￥187,2015/11/22,中国,西南,海口,信封,黄丽,0%,5,海南,办公用品,消费者,CN-2015-2000071,2015/11/16,标准级,"￥1,172"
6,￥6,￥232,"￥2,178","￥1,662",准时装运,1,14%,"KitchenAid 咖啡研磨机, 银色",￥232,2018/7/2,中国,西南,遵义,器具,方惠,0%,5,贵州,办公用品,消费者,CN-2018-5510381,2018/6/26,标准级,"￥1,662"
4,￥6,￥29,"￥1,914","￥1,461",提前装运,1,2%,"Rogers 搁板, 工业",￥29,2018/8/8,中国,西南,龙泉,收纳具,卢芳,0%,5,云南,办公用品,消费者,CN-2018-2121055,2018/8/4,标准级,"￥1,461"
4,￥6,￥50,￥332,￥253,提前装运,1,20%,"Novimex 合法证物标签, 耐用",￥50,2018/5/17,中国,西南,重庆,标签,康丽,0%,5,重庆,办公用品,消费者,CN-2018-5058012,2018/5/13,标准级,￥253
5,￥6,￥7,￥332,￥253,提前装运,1,3%,"Hon 合法证物标签, 白色",￥7,2018/5/23,中国,西南,重庆,标签,戴立,0%,5,重庆,办公用品,消费者,CN-2018-3636322,2018/5/18,标准级,￥253
6,￥6,￥228,￥596,￥455,准时装运,1,50%,"Accos 夹子, 金属",￥228,2017/9/15,中国,西南,昆明,系固件,楚宣,0%,5,云南,办公用品,消费者,CN-2017-3455141,2017/9/9,标准级,￥455
4,￥6,￥31,￥410,￥313,提前装运,1,10%,"Stockwell 按钉, 每包 12 个",￥31,2018/11/8,中国,西南,那曲,系固件,倪幂,0%,5,西藏,办公用品,消费者,CN-2018-2989159,2018/11/4,标准级,￥313
4,￥6,￥66,￥413,￥315,提前装运,1,21%,"Stockwell 回形针, 整包",￥66,2016/10/22,中国,西南,重庆,系固件,邹凤,0%,5,重庆,办公用品,消费者,CN-2016-3690158,2016/10/18,标准级,￥315
6,￥6,￥229,￥938,￥716,准时装运,1,32%,"Eaton 令, 每包 12 个",￥229,2015/7/12,中国,西南,成都,纸张,邱谦,0%,5,四川,办公用品,消费者,US-2015-5648514,2015/7/6,标准级,￥716
5,￥6,￥197,￥998,￥762,提前装运,1,26%,"Enermax 笔记本, 每包 12 个",￥197,2018/12/23,中国,西南,成都,纸张,钟立,0%,5,四川,办公用品,消费者,CN-2018-3188485,2018/12/18,标准级,￥762
5,￥6,￥269,￥954,￥728,提前装运,1,37%,"Green Bar 笔记本, 多色",￥269,2017/3/4,中国,西南,重庆,纸张,吕兰,0%,5,重庆,办公用品,消费者,CN-2017-4309040,2017/2/27,标准级,￥728
4,￥6,￥187,￥766,￥585,提前装运,1,32%,"Stanley 铅笔刀, 整包",￥187,2016/10/27,中国,西南,贵阳,美术,曾幂,0%,5,贵州,办公用品,消费者,CN-2016-4195666,2016/10/23,标准级,￥585
5,￥6,￥108,￥488,￥372,提前装运,1,29%,"Stanley 荧光笔, 金属",￥108,2016/3/17,中国,西南,重庆,美术,常宣,0%,5,重庆,办公用品,消费者,CN-2016-3526566,2016/3/12,标准级,￥372
6,￥6,￥69,"￥1,508","￥1,151",准时装运,1,6%,"Wilson Jones 订书机, 回收",￥69,2018/7/2,中国,西南,遵义,装订机,方惠,0%,5,贵州,办公用品,消费者,CN-2018-5510381,2018/6/26,标准级,"￥1,151"
5,￥6,￥59,￥407,￥311,提前装运,1,19%,"Acco 装订机盖, 实惠",￥59,2017/3/4,中国,西南,重庆,装订机,吕兰,0%,5,重庆,办公用品,消费者,CN-2017-4309040,2017/2/27,标准级,￥311
4,￥6,￥3,￥215,￥164,提前装运,1,2%,"Acco 孔加固材料, 回收",￥3,2018/12/25,中国,西南,重庆,装订机,曹冬露,0%,5,重庆,办公用品,消费者,CN-2018-2372663,2018/12/21,标准级,￥164
5,￥6,￥549,"￥1,755","￥1,339",提前装运,1,41%,"GlobeWeis 局间信封, 每套 50 个",￥549,2015/6/28,中国,西南,开化,信封,白忠,0%,6,云南,办公用品,消费者,CN-2015-2203847,2015/6/23,标准级,"￥1,339"
5,￥6,￥549,"￥1,755","￥1,339",提前装运,1,41%,"GlobeWeis 局间信封, 每套 50 个",￥549,2018/6/15,中国,西南,景洪,信封,秦梦,0%,6,云南,办公用品,消费者,CN-2018-2558627,2018/6/10,标准级,"￥1,339"
6,￥6,￥460,"￥1,828","￥1,395",准时装运,1,33%,"Cameo 局间信封, 银色",￥460,2017/3/13,中国,西南,内江,信封,林青,0%,6,四川,办公用品,消费者,CN-2017-1860599,2017/3/7,标准级,"￥1,395"
6,￥6,￥259,￥970,￥740,准时装运,1,35%,"Fellowes 文件夹, 单宽度",￥259,2018/12/22,中国,西南,内江,收纳具,殷丽雪,0%,6,四川,办公用品,消费者,CN-2018-5869494,2018/12/16,标准级,￥740
4,￥6,￥89,"￥1,307",￥998,提前装运,1,9%,"Cameo 马尼拉纸信封, 红色",￥89,2015/6/19,中国,西南,重庆,信封,沈强,0%,7,重庆,办公用品,消费者,CN-2015-2280831,2015/6/15,标准级,￥998
6,￥6,￥786,"￥2,341","￥1,787",准时装运,1,44%,"Tenex 盘, 工业",￥786,2015/11/22,中国,西南,海口,收纳具,黄丽,0%,7,海南,办公用品,消费者,CN-2015-2000071,2015/11/16,标准级,"￥1,787"
4,￥6,￥147,￥623,￥475,提前装运,1,31%,"Advantus 按钉, 金属",￥147,2018/8/8,中国,西南,龙泉,系固件,卢芳,0%,7,云南,办公用品,消费者,CN-2018-2121055,2018/8/4,标准级,￥475
6,￥6,￥129,"￥1,131",￥863,准时装运,1,15%,"BIC 记号笔, 蓝色",￥129,2015/8/17,中国,西南,昭通,美术,郝升,0%,7,云南,办公用品,消费者,CN-2015-1743738,2015/8/11,标准级,￥863
7,￥6,￥52,￥171,￥130,延迟装运,1,40%,"Wilson Jones 孔加固材料, 透明",￥52,2016/12/14,中国,西南,昭通,装订机,严盛,0%,7,云南,办公用品,消费者,CN-2016-2386979,2016/12/7,标准级,￥130
4,￥6,￥444,"￥1,164",￥888,提前装运,1,50%,"GlobeWeis 外皮和封条, 银色",￥444,2018/7/7,中国,西南,海口,信封,殷崆,0%,8,海南,办公用品,消费者,CN-2018-5631342,2018/7/3,标准级,￥888
5,￥6,"￥1,033","￥13,532","￥10,326",提前装运,1,10%,"Cuisinart 微波炉, 白色","￥1,033",2018/1/25,中国,西南,昆明,器具,邓保,0%,8,云南,办公用品,消费者,CN-2018-5834341,2018/1/20,标准级,"￥10,326"
6,￥6,￥651,"￥4,745","￥3,621",准时装运,1,18%,"KitchenAid 搅拌机, 白色",￥651,2015/11/22,中国,西南,海口,器具,黄丽,0%,8,海南,办公用品,消费者,CN-2015-2000071,2015/11/16,标准级,"￥3,621"
4,￥6,￥795,"￥2,370","￥1,809",提前装运,1,44%,"Eldon 搁板, 单宽度",￥795,2018/11/11,中国,西南,重庆,收纳具,洪黎明,0%,8,重庆,办公用品,消费者,CN-2018-5373243,2018/11/7,标准级,"￥1,809"
5,￥6,￥133,"￥1,595","￥1,217",提前装运,1,11%,"Enermax 令, 每包 12 个",￥133,2018/12/27,中国,西南,重庆,纸张,邓保,0%,8,重庆,办公用品,消费者,CN-2018-1797152,2018/12/22,标准级,"￥1,217"
4,￥6,￥270,￥769,￥587,提前装运,1,46%,"Stockwell 按钉, 整包",￥270,2018/12/25,中国,西南,重庆,系固件,曹冬露,0%,9,重庆,办公用品,消费者,CN-2018-2372663,2018/12/21,标准级,￥587
5,￥6,￥107,￥745,￥568,提前装运,1,19%,"Stockwell 图钉, 整包",￥107,2016/11/16,中国,西南,重庆,系固件,王丹,0%,9,重庆,办公用品,消费者,CN-2016-4850175,2016/11/11,标准级,￥568
4,￥6,"￥1,097","￥3,509","￥2,678",提前装运,1,41%,"GlobeWeis 局间信封, 每套 50 个","￥1,097",2015/2/18,中国,西南,广元,信封,邓立,0%,12,四川,办公用品,消费者,US-2015-5648514,2015/2/14,标准级,"￥2,678"
6,￥6,￥4,￥661,￥504,准时装运,1,1%,"Cameo 搭扣信封, 回收",￥4,2017/1/30,中国,西南,内江,信封,佘彩,0%,13,四川,办公用品,消费者,US-2017-4505574,2017/1/24,标准级,￥504
4,￥6,￥388,"￥1,018",￥777,提前装运,1,50%,"Novimex 有色标签, 耐用",￥388,2017/8/19,中国,西南,海口,标签,郝惠,0%,13,海南,办公用品,消费者,CN-2017-1172542,2017/8/15,标准级,￥777
4,￥6,￥206,￥904,￥690,提前装运,1,30%,"Avery 可去除的标签, 红色",￥206,2016/10/22,中国,西南,重庆,标签,邹凤,0%,14,重庆,办公用品,消费者,CN-2016-3690158,2016/10/18,标准级,￥690
6,￥6,(￥10),￥135,￥103,准时装运,1,-10%,"Cuisinart 咖啡研磨机, 白色",(￥10),2016/6/6,中国,西南,绵阳,器具,贺舟,40%,1,四川,办公用品,消费者,CN-2016-3269021,2016/5/31,标准级,￥103
5,￥6,(￥25),￥99,￥76,提前装运,1,-33%,"Acme 剪刀, 工业",(￥25),2017/11/30,中国,西南,乐山,用品,赖聪,40%,1,四川,办公用品,消费者,CN-2017-3211633,2017/11/25,标准级,￥76
4,￥6,(￥53),"￥4,180","￥3,190",提前装运,1,-2%,"KitchenAid 炉灶, 黑色",(￥53),2018/3/21,中国,西南,成都,器具,薛光,40%,2,四川,办公用品,消费者,CN-2018-4111983,2018/3/17,标准级,"￥3,190"
5,￥6,(￥144),￥322,￥246,提前装运,1,-58%,"Fiskars 修剪器, 工业",(￥144),2018/7/4,中国,西南,江油,用品,程安,40%,2,四川,办公用品,消费者,CN-2018-3281446,2018/6/29,标准级,￥246
5,￥6,(￥24),￥85,￥65,提前装运,1,-37%,"Wilson Jones 装订机盖, 回收",(￥24),2018/7/4,中国,西南,江油,装订机,程安,40%,2,四川,办公用品,消费者,CN-2018-3281446,2018/6/29,标准级,￥65
6,￥6,￥5,￥63,￥48,准时装运,1,10%,"Acco 标签, 实惠",￥5,2017/5/20,中国,西南,江油,装订机,邢毅,40%,2,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥48
6,￥6,(￥38),￥371,￥283,准时装运,1,-13%,"Acco 订书机, 透明",(￥38),2017/5/20,中国,西南,江油,装订机,邢毅,40%,2,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥283
6,￥6,(￥8),￥582,￥444,准时装运,1,-2%,"Cuisinart 烤面包机, 黑色",(￥8),2017/1/30,中国,西南,内江,器具,佘彩,40%,3,四川,办公用品,消费者,US-2017-4505574,2017/1/24,标准级,￥444
6,￥6,￥11,￥449,￥343,准时装运,1,3%,"Hamilton Beach 咖啡研磨机, 白色",￥11,2018/7/31,中国,西南,绵阳,器具,邢德伟,40%,3,四川,办公用品,消费者,CN-2018-4092793,2018/7/25,标准级,￥343
6,￥6,￥0,"￥5,461","￥4,167",准时装运,1,0%,"Cuisinart 冰箱, 红色",￥0,2018/4/30,中国,西南,自贡,器具,周康,40%,3,四川,办公用品,消费者,US-2018-1069751,2018/4/24,标准级,"￥4,167"
6,￥6,(￥143),￥416,￥318,准时装运,1,-45%,"Acme 美工刀, 蓝色",(￥143),2015/8/26,中国,西南,内江,用品,白鹄,40%,3,四川,办公用品,消费者,US-2015-2872339,2015/8/20,标准级,￥318
4,￥6,(￥41),￥160,￥122,提前装运,1,-34%,"Accos 按钉, 整包",(￥41),2018/5/15,中国,西南,乐山,系固件,柯娜,40%,3,四川,办公用品,消费者,CN-2018-4433229,2018/5/11,标准级,￥122
4,￥6,(￥24),￥184,￥140,提前装运,1,-17%,"Stockwell 夹子, 混合尺寸",(￥24),2015/2/18,中国,西南,广元,系固件,邓立,40%,3,四川,办公用品,消费者,US-2015-5648514,2015/2/14,标准级,￥140
6,￥6,￥27,￥209,￥159,准时装运,1,17%,"Stockwell 夹子, 金属",￥27,2015/6/10,中国,西南,成都,系固件,谈涛,40%,3,四川,办公用品,消费者,CN-2015-1928578,2015/6/4,标准级,￥159
4,￥6,(￥11),￥161,￥123,提前装运,1,-9%,"Accos 按钉, 金属",(￥11),2017/8/26,中国,西南,成都,系固件,陶博,40%,3,四川,办公用品,消费者,US-2017-3069391,2017/8/22,标准级,￥123
4,￥6,(￥76),￥164,￥125,提前装运,1,-60%,"OIC 按钉, 整包",(￥76),2017/6/16,中国,西南,遂宁,系固件,柯婷,40%,3,四川,办公用品,消费者,CN-2017-3509971,2017/6/12,标准级,￥125
5,￥6,(￥28),￥554,￥423,提前装运,1,-7%,"Avery 订书机, 耐用",(￥28),2017/12/4,中国,西南,成都,装订机,施强,40%,3,四川,办公用品,消费者,US-2017-5021484,2017/11/29,标准级,￥423
6,￥6,￥7,￥132,￥101,准时装运,1,7%,"Cardinal 装订机盖, 实惠",￥7,2017/5/20,中国,西南,江油,装订机,邢毅,40%,3,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥101
6,￥6,￥0,￥71,￥54,准时装运,1,0%,"Wilson Jones 标签, 实惠",￥0,2017/5/20,中国,西南,江油,装订机,邢毅,40%,3,四川,办公用品,消费者,CN-2017-2310505,2017/5/14,标准级,￥54
5,￥6,(￥41),￥269,￥205,提前装运,1,-20%,"Acme 尺子, 工业",(￥41),2015/11/19,中国,西南,成都,用品,郝惠,40%,4,四川,办公用品,消费者,US-2015-4676940,2015/11/14,标准级,￥205
7,￥6,(￥182),￥408,￥311,延迟装运,1,-58%,"Stiletto 开信刀, 钢",(￥182),2018/10/10,中国,西南,绵阳,用品,邱谦,40%,4,四川,办公用品,消费者,CN-2018-4936120,2018/10/3,标准级,￥311
4,￥6,￥9,￥126,￥96,提前装运,1,10%,"Acco 标签, 实惠",￥9,2016/10/20,中国,西南,成都,装订机,邓姝,40%,4,四川,办公用品,消费者,CN-2016-3805086,2016/10/16,标准级,￥96
4,￥6,(￥182),￥409,￥312,提前装运,1,-58%,"Avery 打孔机, 实惠",(￥182),2017/8/26,中国,西南,成都,装订机,陶博,40%,4,四川,办公用品,消费者,US-2017-3069391,2017/8/22,标准级,￥312
7,￥6,"(￥4,394)","￥9,090","￥6,937",延迟装运,1,-63%,"Cuisinart 冰箱, 黑色","(￥4,394)",2018/10/10,中国,西南,绵阳,器具,邱谦,40%,5,四川,办公用品,消费者,CN-2018-4936120,2018/10/3,标准级,"￥6,937"
4,￥6,(￥338),￥916,￥699,提前装运,1,-48%,"Acme 大剪刀, 蓝色",(￥338),2016/8/25,中国,西南,江油,用品,冯巧,40%,5,四川,办公用品,消费者,US-2016-5943918,2016/8/21,标准级,￥699
4,￥6,￥25,￥253,￥193,提前装运,1,13%,"Stockwell 按钉, 每包 12 个",￥25,2017/6/17,中国,西南,成都,系固件,韩廉,40%,5,四川,办公用品,消费者,CN-2017-2662386,2017/6/13,标准级,￥193
4,￥6,(￥1),"￥1,086",￥829,提前装运,1,0%,"Acme 大剪刀, 钢",(￥1),2018/6/27,中国,西南,成都,用品,薛君,40%,6,四川,办公用品,消费者,CN-2018-2210906,2018/6/23,标准级,￥829
6,￥6,￥24,￥238,￥181,准时装运,1,13%,"Stockwell 订书钉, 整包",￥24,2017/10/2,中国,西南,成都,系固件,卢芳,40%,6,四川,办公用品,消费者,CN-2017-3258425,2017/9/26,标准级,￥181
4,￥6,￥101,￥890,￥679,提前装运,1,15%,"Kleencut 美工刀, 蓝色",￥101,2015/5/13,中国,西南,成都,用品,孙斯云,40%,7,四川,办公用品,消费者,CN-2015-5629911,2015/5/9,标准级,￥679
5,￥6,￥172,"￥2,252","￥1,718",提前装运,1,10%,"Breville 烤面包机, 红色",￥172,2018/2/4,中国,西南,成都,器具,邢立荣,40%,8,四川,办公用品,消费者,CN-2018-1187433,2018/1/30,标准级,"￥1,718"
4,￥6,(￥298),"￥1,799","￥1,373",提前装运,1,-22%,"Breville 咖啡研磨机, 黑色",(￥298),2015/12/24,中国,西南,潼川,器具,严恒,40%,8,四川,办公用品,消费者,US-2015-3983836,2015/12/20,标准级,"￥1,373"
5,￥6,(￥100),￥413,￥315,提前装运,1,-32%,"OIC 图钉, 整包",(￥100),2017/11/30,中国,西南,乐山,系固件,赖聪,40%,8,四川,办公用品,消费者,CN-2017-3211633,2017/11/25,标准级,￥315
4,￥6,(￥307),￥126,￥96,提前装运,1,-320%,"Binney & Smith 画布, 蓝色",(￥307),2018/11/4,中国,西南,内江,美术,蔡晨,80%,2,四川,办公用品,消费者,CN-2018-2551450,2018/10/31,标准级,￥96
5,￥6,(￥212),￥70,￥54,提前装运,1,-395%,"Boston 荧光笔, 整包",(￥212),2016/10/12,中国,西南,遂宁,美术,陶盛,80%,3,四川,办公用品,消费者,CN-2016-1261828,2016/10/7,标准级,￥54
4,￥6,(￥194),￥130,￥100,提前装运,1,-195%,"Binney & Smith 铅笔刀, 蓝色",(￥194),2016/12/28,中国,西南,成都,美术,丁崆,80%,4,四川,办公用品,消费者,CN-2016-1424056,2016/12/24,标准级,￥100
6,￥6,(￥400),￥299,￥228,准时装运,1,-175%,"BIC 速写本, 整包",(￥400),2017/6/30,中国,西南,成都,美术,俞荷,80%,5,四川,办公用品,消费者,US-2017-1964482,2017/6/24,标准级,￥228
6,￥6,(￥922),￥403,￥307,准时装运,1,-300%,"Boston 画布, 金属",(￥922),2016/6/24,中国,西南,成都,美术,汤欢悦,80%,6,四川,办公用品,消费者,US-2016-3289723,2016/6/18,标准级,￥307
3,￥1,￥110,￥759,￥579,延迟装运,1,19%,"Dania 书架, 白色",￥110,2017/5/5,中国,东北,依兰,书架,郝柏,0%,1,黑龙江,家具,消费者,CN-2017-2353754,2017/5/2,一级,￥579
2,￥1,￥126,"￥1,499","￥1,144",延迟装运,1,11%,"宜家 书架, 传统",￥126,2019/1/1,中国,东北,哈尔滨,书架,曾幂,0%,2,黑龙江,家具,消费者,CN-2018-2375545,2018/12/30,一级,"￥1,144"
2,￥1,￥502,"￥1,826","￥1,394",延迟装运,1,36%,"Harbour Creations 摇椅, 每套两件",￥502,2018/9/28,中国,东北,长春,椅子,戴立,0%,2,吉林,家具,消费者,CN-2018-1752478,2018/9/26,一级,"￥1,394"
